Date,Open,High,Low,Close,Adj Close,Volume
2021-01-04,169.02000427246094,169.47999572753906,163.10000610351562,165.5,165.5,3164800
2021-01-05,165.19000244140625,166.66000366210938,163.1999969482422,166.32000732421875,166.32000732421875,2322600
2021-01-06,162.97999572753906,167.27999877929688,162.97000122070312,164.32000732421875,164.32000732421875,3619700
2021-01-07,164.17999267578125,167.1199951171875,161.77999877929688,165.8300018310547,165.8300018310547,3025500
2021-01-08,166.22000122070312,166.86000061035156,164.63999938964844,166.41000366210938,166.41000366210938,3438100
2021-01-11,185.0,189.3000030517578,182.02000427246094,185.94000244140625,185.94000244140625,11402300
2021-01-12,182.7899932861328,184.24000549316406,177.44000244140625,178.8000030517578,178.8000030517578,7179300
2021-01-13,179.8300018310547,187.6199951171875,179.33999633789062,185.5,185.5,7303900
2021-01-14,185.27000427246094,188.9600067138672,184.5800018310547,186.69000244140625,186.69000244140625,4413200
2021-01-15,186.8000030517578,191.77999877929688,186.8000030517578,190.77000427246094,190.77000427246094,6620500
2021-01-19,196.0,199.52000427246094,194.07000732421875,198.47999572753906,198.47999572753906,7729100
2021-01-20,198.77000427246094,201.77000427246094,198.67999267578125,201.25999450683594,201.25999450683594,5335800
2021-01-21,203.6999969482422,204.72000122070312,198.00999450683594,202.35000610351562,202.35000610351562,8702900
2021-01-22,202.0399932861328,206.5399932861328,200.55999755859375,206.13999938964844,206.13999938964844,6128400
2021-01-25,208.24000549316406,212.52999877929688,208.08999633789062,212.35000610351562,212.35000610351562,5959100
2021-01-26,212.5500030517578,213.22999572753906,210.60000610351562,212.72000122070312,212.72000122070312,6601500
