Date,Open,High,Low,Close,Adj Close,Volume
2021-01-04,91.98999786376953,91.98999786376953,88.0999984741211,89.61000061035156,89.61000061035156,3621300
2021-01-05,89.2699966430664,91.23999786376953,89.25,90.7300033569336,90.7300033569336,2477100
2021-01-06,92.5,95.91000366210938,92.3499984741211,95.45999908447266,95.45999908447266,3101300
2021-01-07,96.76000213623047,98.62000274658203,96.51000213623047,97.55000305175781,97.55000305175781,3550600
2021-01-08,97.80999755859375,97.86000061035156,95.05000305175781,97.11000061035156,97.11000061035156,1865100
2021-01-11,95.52999877929688,96.18000030517578,94.51000213623047,95.2300033569336,95.2300033569336,2570700
2021-01-12,95.66999816894531,96.12999725341797,94.16999816894531,95.33000183105469,95.33000183105469,3011500
2021-01-13,95.45999908447266,98.44999694824219,95.2699966430664,96.98999786376953,96.98999786376953,3122300
2021-01-14,97.31999969482422,98.87999725341797,96.55999755859375,98.43000030517578,98.43000030517578,2024800
2021-01-15,96.7300033569336,97.98999786376953,95.11000061035156,97.76000213623047,97.76000213623047,2848800
2021-01-19,98.91999816894531,100.20999908447266,98.13999938964844,99.06999969482422,99.06999969482422,3318200
2021-01-20,100.7699966430664,100.95999908447266,98.5999984741211,99.88999938964844,99.88999938964844,4129400
2021-01-21,98.0,99.02999877929688,93.0,94.23999786376953,94.23999786376953,6011200
2021-01-22,93.55999755859375,94.3499984741211,91.13999938964844,92.2699966430664,92.2699966430664,2975700
2021-01-25,90.56999969482422,91.0,86.94000244140625,89.05999755859375,89.05999755859375,4005700
2021-01-26,89.5199966430664,89.55999755859375,86.61000061035156,86.81999969482422,86.81999969482422,2235700
