Date,Open,High,Low,Close,Adj Close,Volume
2021-01-04,214.49000549316406,214.72000122070312,208.22000122070312,210.22000122070312,210.22000122070312,4055400
2021-01-05,210.17999267578125,211.9499969482422,209.6199951171875,211.47999572753906,211.47999572753906,2576100
2021-01-06,211.3000030517578,211.7100067138672,209.02999877929688,211.0,211.0,3083400
2021-01-07,213.22000122070312,213.22000122070312,210.55999755859375,211.97999572753906,211.97999572753906,3142000
2021-01-08,212.89999389648438,216.1199951171875,212.22999572753906,215.8699951171875,215.8699951171875,2639100
2021-01-11,215.08999633789062,216.1199951171875,213.1199951171875,214.22999572753906,214.22999572753906,2545900
2021-01-12,213.69000244140625,214.3300018310547,210.94000244140625,211.60000610351562,211.60000610351562,2952000
2021-01-13,210.91000366210938,213.1300048828125,210.89999389648438,212.08999633789062,212.08999633789062,2069800
2021-01-14,212.10000610351562,212.6699981689453,208.0,208.5,208.5,3666700
2021-01-15,207.97000122070312,210.6999969482422,207.4199981689453,209.91000366210938,209.91000366210938,3593700
2021-01-19,210.67999267578125,211.0,207.8800048828125,209.08999633789062,209.08999633789062,3331600
2021-01-20,210.14999389648438,214.41000366210938,209.6300048828125,213.6300048828125,213.6300048828125,4077700
2021-01-21,214.05999755859375,215.9600067138672,213.32000732421875,213.52999877929688,213.52999877929688,2676300
2021-01-22,212.50999450683594,214.13999938964844,211.1699981689453,213.3800048828125,213.3800048828125,2196400
2021-01-25,212.22000122070312,214.0500030517578,210.55999755859375,213.33999633789062,213.33999633789062,2615300
2021-01-26,212.50999450683594,215.50999450683594,212.1699981689453,215.3800048828125,215.3800048828125,2907800
2021-01-27,212.38999938964844,213.14999389648438,207.0,207.0,207.0,5464000
2021-01-28,208.6300048828125,210.36000061035156,205.1300048828125,206.82000732421875,206.82000732421875,5401600
2021-01-29,205.11000061035156,209.39999389648438,203.11000061035156,207.83999633789062,207.83999633789062,5202500
2021-02-01,208.47999572753906,209.69000244140625,206.60000610351562,207.92999267578125,207.92999267578125,2812500
2021-02-02,208.08999633789062,212.6300048828125,207.64999389648438,209.75999450683594,209.75999450683594,2786000
2021-02-03,208.35000610351562,209.99000549316406,207.92999267578125,208.7100067138672,208.7100067138672,3020700
2021-02-04,210.0,212.11000061035156,208.6699981689453,211.02999877929688,211.02999877929688,2777500
2021-02-05,212.58999633789062,214.17999267578125,212.00999450683594,212.5800018310547,212.5800018310547,2599800
2021-02-08,212.52999877929688,212.99000549316406,209.9600067138672,211.5800018310547,211.5800018310547,2696200
2021-02-09,212.07000732421875,216.17999267578125,211.77000427246094,215.97999572753906,215.97999572753906,3047300
2021-02-10,216.8800048828125,217.30999755859375,213.80999755859375,214.39999389648438,214.39999389648438,3161600
2021-02-11,214.5399932861328,214.8000030517578,212.39999389648438,214.27000427246094,214.27000427246094,2583300
2021-02-12,214.0,214.6999969482422,212.99000549316406,213.89999389648438,213.89999389648438,2781200
2021-02-16,214.3699951171875,216.94000244140625,213.8300018310547,215.02999877929688,215.02999877929688,2892900
2021-02-17,213.9600067138672,214.88999938964844,212.6300048828125,213.4499969482422,213.4499969482422,3280000
2021-02-18,213.2899932861328,215.86000061035156,212.64999389648438,215.42999267578125,215.42999267578125,2173800
2021-02-19,215.2899932861328,215.72999572753906,211.97000122070312,212.24000549316406,212.24000549316406,3180800
2021-02-22,211.5,213.0,209.69000244140625,212.05999755859375,212.05999755859375,2910800
2021-02-23,214.5,215.6999969482422,210.42999267578125,211.32000732421875,211.32000732421875,3242300
2021-02-24,210.83999633789062,214.10000610351562,210.4199981689453,213.27000427246094,213.27000427246094,2886600
