Date,Open,High,Low,Close,Adj Close,Volume
2021-01-04,267.0,267.5799865722656,260.1600036621094,265.0,265.0,3572000
2021-01-05,263.8800048828125,273.5,262.57000732421875,270.92999267578125,270.92999267578125,4207100
2021-01-06,276.2900085449219,288.3800048828125,273.1000061035156,285.54998779296875,285.54998779296875,6383500
2021-01-07,287.7699890136719,295.8900146484375,286.67999267578125,291.6499938964844,291.6499938964844,4009700
2021-01-08,292.0,292.2799987792969,285.05999755859375,290.0799865722656,290.0799865722656,2798600
2021-01-11,286.79998779296875,295.0,284.20001220703125,293.8299865722656,293.8299865722656,2650100
2021-01-12,297.1400146484375,303.9800109863281,296.0199890136719,302.2099914550781,302.2099914550781,4814400
2021-01-13,300.0799865722656,303.7200012207031,299.1000061035156,302.94000244140625,302.94000244140625,2413800
2021-01-14,304.04998779296875,309.4100036621094,303.5400085449219,307.8699951171875,307.8699951171875,3192200
2021-01-15,301.19000244140625,304.8599853515625,296.8800048828125,301.010009765625,301.010009765625,3860200
2021-01-19,305.0,306.6000061035156,293.79998779296875,294.20001220703125,294.20001220703125,6727800
2021-01-20,295.82000732421875,297.45001220703125,287.4800109863281,290.4700012207031,290.4700012207031,4792600
2021-01-21,290.45001220703125,292.739990234375,288.5299987792969,289.3699951171875,289.3699951171875,2517800
2021-01-22,286.69000244140625,290.5899963378906,285.5,289.3900146484375,289.3900146484375,2567400
2021-01-25,285.5299987792969,286.3500061035156,277.5,283.0400085449219,283.0400085449219,4575000
2021-01-26,283.92999267578125,285.7699890136719,280.0799865722656,281.760009765625,281.760009765625,3296800
