Date,Open,High,Low,Close,Adj Close,Volume
2021-01-04,64.69000244140625,64.69999694824219,63.16999816894531,63.75,63.506988525390625,11249900
2021-01-05,63.68000030517578,63.790000915527344,62.47999954223633,62.959999084472656,62.71999740600586,11005700
2021-01-06,62.27000045776367,63.349998474121094,61.90999984741211,62.56999969482422,62.56999969482422,8685400
2021-01-07,62.849998474121094,63.7400016784668,62.849998474121094,63.06999969482422,63.06999969482422,7382800
2021-01-08,63.18000030517578,63.540000915527344,62.90999984741211,63.380001068115234,63.380001068115234,7751700
2021-01-11,62.95000076293945,63.56999969482422,62.84000015258789,63.029998779296875,63.029998779296875,6286600
2021-01-12,63.0,63.02000045776367,62.18000030517578,62.41999816894531,62.41999816894531,7758200
2021-01-13,62.31999969482422,62.59000015258789,61.970001220703125,62.060001373291016,62.060001373291016,8298000
2021-01-14,62.06999969482422,62.16999816894531,61.5099983215332,61.599998474121094,61.599998474121094,10258600
2021-01-15,61.599998474121094,62.0,61.209999084472656,61.779998779296875,61.779998779296875,7532600
2021-01-19,62.099998474121094,62.290000915527344,61.099998474121094,61.290000915527344,61.290000915527344,8903400
2021-01-20,61.369998931884766,62.029998779296875,61.150001525878906,61.560001373291016,61.560001373291016,7025000
2021-01-21,61.650001525878906,61.849998474121094,60.91999816894531,61.209999084472656,61.209999084472656,6951300
2021-01-22,60.939998626708984,61.150001525878906,59.7400016784668,60.36000061035156,60.36000061035156,9896700
2021-01-25,60.380001068115234,60.95000076293945,59.77000045776367,60.900001525878906,60.900001525878906,8524700
2021-01-26,61.060001373291016,62.040000915527344,60.84000015258789,61.79999923706055,61.79999923706055,8186500
2021-01-27,61.400001525878906,63.18000030517578,61.369998931884766,62.54999923706055,62.54999923706055,14789000
2021-01-28,62.54999923706055,63.2400016784668,61.16999816894531,61.220001220703125,61.220001220703125,11166400
2021-01-29,61.15999984741211,61.5,60.209999084472656,60.43000030517578,60.43000030517578,11451800
2021-02-01,60.91999816894531,62.0099983215332,60.7400016784668,61.5099983215332,61.5099983215332,10553500
2021-02-02,61.880001068115234,62.91999816894531,61.79999923706055,62.369998931884766,62.369998931884766,10528000
2021-02-03,62.18000030517578,62.75,61.97999954223633,62.16999816894531,62.16999816894531,9933500
2021-02-04,62.47999954223633,63.38999938964844,62.25,63.349998474121094,63.349998474121094,9928700
2021-02-05,63.5,64.06999969482422,63.279998779296875,63.599998474121094,63.599998474121094,9164000
2021-02-08,63.790000915527344,63.869998931884766,62.84000015258789,63.11000061035156,63.11000061035156,7003400
2021-02-09,63.08000183105469,63.849998474121094,62.90999984741211,63.66999816894531,63.66999816894531,5437400
2021-02-10,63.84000015258789,63.900001525878906,62.93000030517578,63.27000045776367,63.27000045776367,9577500
2021-02-11,63.560001373291016,63.970001220703125,62.279998779296875,62.70000076293945,62.70000076293945,7690800
2021-02-12,62.31999969482422,63.119998931884766,62.310001373291016,63.08000183105469,63.08000183105469,6663400
2021-02-16,63.11000061035156,63.2599983215332,62.099998474121094,62.13999938964844,62.13999938964844,7526000
2021-02-17,61.83000183105469,62.150001525878906,61.36000061035156,62.09000015258789,62.09000015258789,6244500
2021-02-18,61.810001373291016,62.209999084472656,61.65999984741211,62.06999969482422,62.06999969482422,6262400
2021-02-19,62.2599983215332,62.36000061035156,61.08000183105469,61.130001068115234,61.130001068115234,10903700
2021-02-22,62.849998474121094,64.97000122070312,62.279998779296875,64.44999694824219,64.44999694824219,20934600
2021-02-23,64.41999816894531,65.22000122070312,64.05000305175781,64.5,64.5,18173900
2021-02-24,64.48999786376953,65.1500015258789,64.08000183105469,64.69999694824219,64.69999694824219,10608200
